India_news_data
Source,Title,Author,Content/Description,Date
The Times of India,Bihar: 21 IFS officers attend training programme at DMI | Patna News - Times of India,,"PATNA: Deputy chief minister (CM) Sushil Kumar Modi (SuMo) on Monday asked forest officers to be proactive while interacting with the media.

""Even smaller accomplishments need to be brought to the notice of the media for wider circulation,"" SuMo said while inaugurating a five-day training programme on 'Art of Interacting with Print and Electronic Media' organized by Development Management Institute (DMI) on Monday.

Sponsored by the Ministry of Environment, Forest and Climate Change, the programme was attended by 21 officers of the Indian Forest Service from different parts of the country.

The deputy CM asked officials of the state environment, forest and climate change department to form a media cell. He said, ""Mediapersons are your friends and their criticism should be used in a positive manner to improve yourself.""

SuMo also asked the Bihar government to conduct similar training programmes for officials of the state forest department and the local mediapersons. He said, ""The department will provide information about its rules, laws and new guidelines to the journalists so that there is factual and correct reporting.""

Principal chief conservator of forests, S S Chaudhary, was also present at the training session as the guest of honour. He pointed out, ""Although the forest cover in Bihar is less compared to its neighbouring states, more trees have been planted over the last few years here.""

DMI dean Niraj Kumar said, ""This is for the first time that a training session on such an important subject is being organized for forest officers in the state. There will be a mock press conference on the last day of the programme where they will learn the nuances of media engagement.""

DMI director Hemnath Rao H welcomed the participants and said forest officers needed to be extra careful because of the accountability and responsibility they held.",2019-09-17T09:33:00Z
The Times of India,ADA stops construction of houses under PM Awas Yojana | Agra News - Times of India,,"Agra: The Agra Development Authority (ADA) has informed the central government that it will not be able to construct houses under the Pradhan Mantri Awas Yojna (PMAY) in the eco-sensitive Taj Trapezium Zone (TTZ) owing to a ban imposed by the ministry of environment, forest and climate change on construction activities within 5,000 square metres.

The TTZ is a defined area of 10,400 sq km around the Taj Mahal to protect the monument from pollution. It covers five districts in the Agra region and comprises over 40 protected monuments, including the Taj Mahal, Agra Fort and Fatehpur Sikri.

""Due to ad hoc moratorium imposed by the environment ministry, construction of houses under the PMAY scheme could not take place. Following approval of higher authorities, we have asked the central government to cancel the assigned target. We have proposed to re-assign the target for construction of houses after the ad hoc moratorium is removed,"" ADA secretary RP Tripathi said.

Meanwhile, four private builders, who entered into a contract with the ADA to build houses, have sought s refund of their security money, sources privy to the development told TOI.

In November 2018, when the target for construction of houses was assigned to ADA, the environment ministry had placed ban on construction activities on 20,000 square meters around the Taj Mahal.

But later, the ad hoc moratorium was made applicable on construction activites within 5000 square meteres.",2019-09-05T06:18:00Z
The Times of India,Warming Arabian sea burns coral colour | Ahmedabad News - Times of India,,"AHMEDABAD: Coral reefs -- the marine wonders that leave us awestruck by their rockpools of colour -- are under climate threat. A recent study, published in the reputed science journal Current Science, shows that they are slowly bleaching away on the Gujarat's Gulf of Kutch shores.

A major reason is the frequent 'ocean heat waves' or thermal stress owing to climate change, coupled with anthropological issues.

Bleaching means the change in colour of the corals because of the decay in algae living in their tissues as symbiotic partners.

The algae is also the reason that gives the corals their distinct colour. As sea temperature rises above normal summer maxima the corals are forced to expel the algae and turn white. These bleached corals thereafter get prone to disease and ultimately die.

A study undertaken by Isro's Space Applications Centre (SAC) research team and the department of geophysics, Kurukshetra University analysed sea surface temperatures (SST) from 1982 has reported increased number of heat stress days. The study includes three distinct years of 'Mass Coral Bleaching' (MCB) instances of 1998, 2010 and 2016 recorded during the El Nino Southern Oscillation (ENSO) that caused abrupt rise in sea temperature. The thermal stress of 2010 was the worst for corals of Gulf of Kutch coasts, when mass bleaching occurred.

The data reveals that extremely sensitive carbonate reef structures are commonly built up in tropical regions where sea water temperatures exceed 18 degree Celsius during winter and remains below 28 degree Celsius in summer.

However, in 1998, the Isro-SAC study found that the SST exceeded to 29.58 degree Celsius. Also, against the ideal span of 28 days, the number of heat stress days stood at 37. In 2010 SST went up to 30.44 degree Celsius, while the total heat stress days rose to 91 days. During the 2016 temperature went up to 29.91 degree Celsius while the number of heat stress days stood at 70.

Changing hues

Bleaching means change in colour of corals because of decay in algae living in their tissues as symbiotic partners. Algae is also the reason the corals get their colour. As sea temperature rises above normal summer maxima, corals expel the algae and turn white. These bleached corals then get prone to disease and die. Normally, corals can re-establish themselves in a decade or two

13 coral species had bleached in 70 days

Normally corals can re-establish themselves (or return to their pre-bleaching state) in a decade or two. ""But the quick frequency and intensity of MCB overwhelms the coral reefs ability to recover from heat stress episodes,"" the study says.

The study utilized data from US-based National Oceanic and Atmospheric Administration (NOAA) and corroborates findings of Suganthi Devadason Marine Research Institute, Tuticorin on the bleaching of corals of the Gulf of Kutch.

The study undertaken in 2016 found 13 of the total 37 coral species had bleached during the 70 days of prolonged heat stress.

The study conducted by SAC scientists Mohit Arora, Nandini Chaudhry and Ashwin Gujrati and Ramesh Patel of the department of Geophysics, Kurukshetra University.",2019-08-26T01:18:00Z
The Times of India,Bihar CM Nitish Kumar asks babus to harvest rainwater at office buildings | Patna News - Times of India,,"PATNA: Chief minister (CM) Nitish Kumar on Friday asked all senior bureaucrats to develop rainwater harvesting system at their office buildings and set an example for common people to follow.

The CM was addressing a large gathering of government officers, peoples' representatives, schoolchildren and women members of 'Jeevika' at the Bapu Sabhagar here after inaugurating a statewide awareness programme on his government's 'Jal-Jivan-Hariyali (JJH) Abhiyan', which is aimed at protecting environment and mitigating the challenges posed by climate change across the globe.

""You people do it (rainwater harvesting) first at your office buildings. Common people will follow it,"" Nitish told the state government officers. A large number of senior officers of Indian Administrative Service, Indian Police Service and Indian Forest Service were present at the meeting.

Highlighting the importance of the JJH Abhiyan, which would be formally launched on the Independence Day, the CM said 'jivan' (life) on this Earth could be saved only if there is enough water and greenery. ""That is why we have kept 'jal' (water) at one side of the 'jivan' and 'hariyali' on another side while naming the Abhiyan to signify the importance of water and greenery in people's lives,"" he said.

Highlighting the importance of ponds, wells and other water bodies in maintaining level of groundwater, the CM said his government would soon launch a special drive across the state to free all public water bodies from illegal encroachments.

He called upon the people to plant at least one sampling around their homes and take necessary steps to protect trees. ""Lack of trees means less rainfall,"" Nitish said pointing out how clouds hover over the state capital but rain does not happen.

He also called for installation of solar plates on all government buildings to popularise solar energy.

""Till the date I am at the helm of affairs in the state, there will be no negligence in implementation of the JJH Abhiyan because serving people is my religion,"" the CM said.

He called upon people's representatives from all political parties, elected members of urban local bodies (ULBs) and panchayati raj institutions (PRIs) to extend their full cooperation in propagating the Abhiyan.

The CM also released the logo of the Abhiyan on the occasion. Two short films on issues related to environment were shown.

Earlier, the CM administered an 11-point pledge about protecting environment to all people present in the hall.

The CM's vision speech on the Abhiyan was live telecast and webcast in all 534 block headquarters and 38 district headquarters.",2019-08-10T01:42:00Z
The Times of India,Kosi-Mechi linking project gets Centre's green signal | Patna News - Times of India,,"PATNA: The plan to link Kosi and Mechi rivers -- the second river-linking project in the country after the Ken-Betwa scheme in Madhya Pradesh -- has got the green clearance from the Centre.

The Union ministry of environment, forest and climate change on Thursday gave its nod to the state's Kosi-Mechi river linking (KMRL) project, paving the way for work to begin next year, sources in the state water resources department said.

To be undertaken at a cost of around Rs 4,900 crore, the KMRL project is likely to be completed in five years. Once completed, it will irrigate 2.14 lakh hectares in four Seemanchal -- 59,970 hectares in Araria, 59,642 hectares in Purnia, 39,548 hectares in Kishanganj, and 35,635 in Katihar district of Purnia division.

A 76.2km canal will be built to link the two rivers basins of Kosi (Supaul and Saharsa districts) in the west with Mechi basin in Kishananj on the east, and their linkage with the Mahananda basin, further east.

An elated state water resources minister Sanjay Kumar Jha tweeted on Friday night: ""Bihar's ambitious Kosi-Mechi river linking project all set to go on floor! Delighted to share the news of grant of formal approval by @efcc.""

""The last techno-admin clearance required! The 4900 cr project will provide irrigation to over 2.14 lakh hectares of land in 4 districts in Seemanchal,"" he added in a second tweet.

Jha had met Union forest minister Prakash Javadekar on June 17 this year seeking clearance for the project that had been pending with the Centre for the past few years.

Accordingly, the national water development authority provided statistical details required to give the clearance to the project. ""After this, the Union ministry gave its clearance. The KMRL project has sanction from all statutory bodies, like Central Water Commission and NWDA,"" a state water resources department official said.

However, the state will have to work out a way to generate the Rs 4,900 crore to fund the project. The state government has been canvassing with the Centre to declare the KMRL as a national project, as the irrigation envisaged is over 2 lakh hectares of land. If it is declared a national project, the Centre would bear 90% of the cost (or Rs 4,410) and the state government the remaining 10% (or Rs 490 crore). Such an arrangement will involve talks between PM Narendra Modi and CM Nitish Kumar.

Alternatively, the state government would have to raise the money from its own resources and through external borrowings, such as funding from the Asian Development Bank. Incidentally, at present, the Bihar Kosi Basin Development Project is being implemented with assistance from the World Bank.",2019-08-04T02:28:00Z
The Hindu,Unpredictable rains are a worry: IIT researchers,Vasanth Sundarrajan,"Kerala floods, T.N. water scarcity show vagaries of monsoon, say researchers from IIT Madras, Bombay

Researchers from IIT Madras and IIT Bombay have said the rains have grown more unpredictable than before, and this bodes ill for a country whose economic well-being is critically linked to seasonal rains.

A team of IIT Madras and IIT Bombay studied the rainfall pattern in India over the past century and published the results in the peer-reviewed journal Public Library of Science, a non-profit science, technology and medicine publisher based in San Francisco. The research delved into the impact of climate change on the temporal and spatial rainfall patterns through the analysis of historic data and simulation studies.

The team comprised Dr. Subimal Ghosh and Dr. Subhankar Karmakar from IIT Bombay, Dr. K.S. Kasiviswanathan, Dr. K.P. Sudhir and Dr. Sachin Gunthe from IIT Madras along with their research students. The research was supported by the Max Planck Partner Group at IIT Madras, Department of Science and Technology, Government of India, and the Ministry of Earth Sciences.

The researchers did not observe convection-based rains, which occur in areas where there is excess moisture. This is significant as it contradicts the traditional notion of dry areas becoming drier and wet areas becoming wetter in response to climate change.

Many recent observations both at the meteorological level and from local perceptions revealed that monsoon the has grown more unpredictable than before. The research said calamities such as the Kerala floods and water scarcity in Tamil Nadu bear testimony to the vagaries of the monsoon.

Dr. Gunthe of IIT Madras said, ""The regional aspects of the Indian summer monsoon rain pattern are difficult to understand because it is affected by many factors. In order to discern rainfall patterns reliably, we used the India Meteorological Department's daily rainfall data for 1901 to 2004 and performed simulations taking into consideration phenomena such as maximum temperature, minimum temperature, rainfall and wind velocity.""

Dr. Gunthe said the model was validated with satellite-based observation from the European Space Agency-Climate Change Initiative on soil moisture.",2019-07-25T20:15:00Z
The Times of India,"Rains to pick up in Mumbai today, wet weekend likely: IMD | Mumbai News - Times of India",,"MUMBAI: India Meteorological Department (IMD) has forecast heavy rains at isolated places in the city and suburbs for Wednesday. The wet spell is expected to continue till the weekend. Meanwhile, private weather forecasting agency, Skymet, has also said rainfall will pick up significantly after July 25.

As compared to the first few days of July which recorded very heavy rainfall, the past few days have been comparatively dry. The total rainfall recorded since June 1 by the IMD Colaba observatory has been 1,067.1 mm which is 21.6 mm below normal, while IMD Santacruz observatory has recorded1,462 mm which is 337.8 mm above normal. The onset of monsoon was declared on June 25, a considerable delay from its usual onset date of June 10.

Mahesh Palawat, vice-president, meteorology & climate change, Skymet, said westerly winds are expected to get stronger and, therefore, the intensity of rains may increase. ""We expect heavy rains on July 25-26.The monsoon surge is active over south Konkan and Goa, coastal Karnataka and Kerala. Already many parts, particularly Ratnagiri, Alibaug, have received extremely heavy rains. There is a cyclonic circulation persisting over north Konkan and adjoining north east Arabian Sea,"" said Palawat. Meanwhile, in the 12 hours on Tuesday, IMD Colaba observatory recorded 0.8mm and IMD Santacruz recorded 1.8mm rainfall.

Almost a week after the BMC withdrew its 10% water cut, there has not been any major increase in the water levels in the city's lakes. Tulsi, one of the smallest lakes supplying only 1% water to Mumbai, had overflowed on July 12. The total water quantum in the seven lakes stood at 7.85 lakh million litres or 54.24% on Tuesday. On July 19, when the water cut was withdrawn, the total water quantum stood at 7.4 lakh million litres or 51.4% of the city's requirement.

For the city to avoid water cut for the rest of the year, the total stock in all seven lakes should be 14.5 lakh million litres as on October 1.",2019-07-24T00:26:00Z
The Times of India,"Soon, BSRCD to develop green belt on four-lane road in Patna | Patna News - Times of India",,"PATNA: Bihar State Road Construction Department (BSRCD) Limited will develop a 'green belt' on the proposed four-lane road between R-Block and Digha here with the help of state environment, forest and climate change department.

Of the total 6.3 km stretch between R-Block and Digha, the green belt zone will be developed between service lane and main road at a stretch of 4.2km, while the elevated road will be exempted. Under this project, the department has divided the green belt into three parts, i.e. from R-Block to Hartali Mor (1km), Visheshwarya Bhawan to Rajiv Nagar (1.5km) and Rajiv Nagar to Digha (1.7km).

Around 1,000 trees will be planted on R-Block- Digha four-lane road.

BSRCD managing director Sanjay Kumar Agarwal said that with the commencement of tree translocation, work for creating the green belt has already started. ""All 150 trees will be translocated on this green belt which is to be developed between service lane and main road. But since these trees will not be sufficient, we have planned to plant another 1,000 trees on the stretch,"" he said.

""The department will plant trees that have good growth and the growth will be monitored by the forest department. Since we don't have any green belt in city, it will be the first of its kind,"" Agrawal said.

He also added that the trees will not cause any obstruction in movement of vehicles. ""We have specifically kept such things in mind. Our aim is to create more greenery in the city,"" he said.

Meanwhile, the four-lane road will also be equipped with smart solar-enabled streetlights and have facilities of closed-circuit television cameras.",2019-07-22T07:03:00Z
The Times of India,Increase Bihar's green cover to fight global warming: Nitish Kumar | Patna News - Times of India,,"PATNA: Chief minister (CM) Nitish Kumar on Saturday called upon the people to go for accelerated plantation drive in all the districts and help increase the green cover of the state to 17% of its total area as it is the safest way to mitigate the challenge of global climate change.

The CM was addressing lawmakers from the state assembly and legislative council at the central hall of the extended legislature building to inform them about the likely impact of climate change in the state over the next 30 years. He said ill effects of climate change became visible in the state in the last 13 years.

The CM said while the date of arrival of monsoon in the state is June 15, it generally gets delayed. ""The state's average rainfall has been at 900mm in the last 13 years, while the normal average rainfall in the state stood in the range of 1,200mm to 1,500mm. It has fallen to an average of 1,000mm in the last 30 years,"" the CM said.

The CM said after the separation of Jharkhand from Bihar in November 2000, the state was left with a hugely depleted green cover of around only 8%. ""In the last 15 years, 22 crore saplings were planted in various parts of the state. Today, the state's green cover is 15%, but it has to be increased to 17%, which is the desired national standard for any region,"" the CM said.

The CM appealed to the lawmakers to inform people in their constituencies about the critical situation triggered by global warming. ""Global warming is responsible for high temperature, extreme weather conditions, erratic rainfall, lightning and thunder, flood and drought, falling water table, drinking water crisis and air pollution,"" the CM said.

Nitish said heatstroke killed several people in the state this year, while the deaths of children due to acute encephalitis syndrome (AES) in Muzaffarpur and other districts were also attributed to climate change.

The CM called for installation solar plates on the rooftops of government buildings for electricity, rainwater harvesting and proper use of water. He said farmers should desist from stubble burning in their fields as it causes air pollution and damages quality of soil.

State assembly Speaker Vijay Kumar Choudhary said campaign against climate change should be turned into a social movement.

A 15-minute documentary on climate change and its impact was also shown on the occasion. Energy department principal secretary Pratyaya Amrit conducted the proceedings. Officials from the disaster management, agriculture, water resources, public health and engineering, rural works and environment and forests and climate change departments presented their papers separately.",2019-07-14T06:38:00Z
The Times of India,"Heavy rain takes a breather, but IMD alert sees Mumbai traffic cops on road in force | Mumbai News - Times of India",,"MUMBAI: The India Meteorological Department (IMD) says light to moderate rain is likely at isolated places in the city and suburbs on Wednesday. Heavy rains are very likely in places at Palghar and Thane. From Thursday, light to moderate rain is forecast for the city and the adjoining areas for three days.

Heavy rain finally took a break on Tuesday, with light showers at isolated places balanced by the sun coming out in others despite a forecast of heavy to very heavy rain.

Private forecasting agency Skymet said rain activity is expected to increase slightly on Wednesday and stay till July 10. ""We expect the monsoon surge to increase a bit and there maybe a few moderate rain spells. We do not expect heavy to very heavy rains though,"" said Mahesh Palawat, vice-president, meteorology & climate change, Skymet.

After warnings of heavy to very heavy rainfall (up to 200mm) from IMD -- shared widely on social media via a tweet by the @CPMumbaiPolice handle -- the 12 hours till 8.30pm on Tuesday saw only 2.2mm (light rain) in Santa Cruz. But Monday was a different story: in the 24 hours ending at 8.30am on Tuesday, Santa Cruz record 130.4mm of rain, which falls in the very heavy category.

Acting proactively on the heavy rain forecast, the number of traffic policemen on the streets was boosted on Tuesday. During a heavy downpour earlier this month, two motorists in a vehicle drowned in the waterlogged Malad subway. ""The increased police presence was keeping in mind the IMD warning. Also since a week, we have gone back to 12-hour work shifts,"" said joint commissioner, traffic, Madhukar Pandey.

""There was visible presence of traffic policemen on the streets. It helped clear congestion faster and kept traffic moving,"" said an Oshiwara resident.

Weathermen said monsoon has remained widespread and active over the entire Konkan belt, including Mumbai, with heavy rainfall over many places and isolated very heavy rainfall. Interior Maharashtra also received widespread rainfall.

About the dry weather in Mumbai of Tuesday, Palawat said there is no permanent weather system affecting Konkan and Goa and so the monsoon surge is weakening at times and strengthening at others.

""Between July 1-2, when Mumbai received extremely heavy rain, there was an active offshore trough right from south Gujarat to Karnataka coast and a cyclonic circulation was also near Konkan and Goa coast. This has now shifted towards south Gujarat and that is why the monsoon surge has weakened. But owing to strengthening of winds on Wednesday, we expect moderate spells,"" he said.",2019-07-10T01:49:00Z
The Times of India,GU to get supercomputer for bioinformatics analysis | Ahmedabad News - Times of India,,"AHMEDABAD: Gujarat University (GU) is set to join the club of select universities and institutions in the state to have a supercomputer. A project in this regard was approved by the Gujarat Council on Science and Technology (GUJCOST) and will likely take two months.

GU officials said a supercomputer facility will be established at the department of botany, bioinformatics and climate change. Saumya Patel, assistant professor, will be the project coordinator. The facility will give students and faculty members the opportunity to carry out scientific and academic research that requires working with a very large array of data.

""Supercomputers are used for data modelling, simulation and data analysis. The facility will enable core bioinformatics analysis or an interdisciplinary approach involving bioinformatics support, such as genome sequencing and so on. It will help us understand structural biology or can lead to applications such as drug discoveries,"" said Dr Patel.",2019-06-29T12:47:00Z
The Times of India,"NGT seeks reports from Haryana, Delhi on wetland tag for Najafgarh - Times of India",Shilpy Arora,"Gurgaon: The National Green Tribunal (NGT) has sought an action-taken reports from Delhi and Haryana governments over the declaration of wetlands in Najafgarh.

The directions were given after the Indian National Trust for Art & Cultural Heritage (INTACH) filed an execution application in the green tribunal, alleging the Haryana government has rolled out a proposal to build a bund (check dam) near Najafgarh lake to reclaim lands belonging to farmers, and is therefore backtracking from its stand to declare it a wetland.

""We filed an execution application as the state government has not done anything to notify the area around Najafgarh lake as a wetland. The proposed bund goes against the wetland notification. There is a need to understand that destruction of the wetland will have a major impact on Delhi-NCR's groundwater level, apart from destroying the ecology,"" said Manu Bhatnagar of INTACH.

In 2016, the state government had submitted a brief document (a copy is with TOI) in NGT and the Union ministry of environment, forest and climate change (MoEF&CC), stating that 120.80 hectare in Kherki Majra Dhankot near Najafgarh lake is a wetland and will be duly notified as such by the state government.

Environmentalists fear construction of a bund will contain the water and destroy the wetland, which serves as a habitat for several bird species and acts as a major groundwater recharge zone for Delhi and Gurgaon. ""The Haryana government is in a very tricky situation now, having itself committed in court and submitted in writing that it will notify Najafgarh as a wetland. Any proposal to build a bund now will destroy the wetland. However, the government can't backtrack from its stand any more, as it has submitted in writing that Najafgarh is a wetland,"" said Pankaj Gupta of NGO Delhi Bird Foundation.

In January, TOI reported that to woo voters in eight villages, the state government had proposed that villagers should sell their land to the government so that it can build a bund to protect their agricultural fields from flooding.

Farmers in the neighbouring villages claim that over 5,500 acre in eight villages -- Dharampur, Momdheri, Daultabad, Kherki Majra, Dhankot, Chandu, Budhera and Makrola -- remain flooded for most of the year, preventing them from cultivating the land.

As per an estimate, the 7km-long Najafgarh Jheel, located at the Delhi-Haryana border, has a potential to provide about 100 million litres of potable water a day to south-west Delhi and Gurgaon. The Najafgarh lake and drain are also the only outlets for floodwaters from Gurgaon. The lake and marshes have also been an important habitat for many plant species and hosts over 280 bird species, including greater flamingos, sarus cranes and greater white pelicans.",2019-04-06T02:36:00Z
The Times of India,Kesar mango to flood markets from next week - Times of India,Nimesh Khakhariya,"Rajkot: Good news for kesar mango lovers. Your wait will be over next week. However, while it sweetens your palate, it will surely burn your pockets this year, as mango pundits of Gir, predict the starting price of the king of mangoes to touch Rs1000 per 10 kg in the wholesale market. Therefore, by the time it reaches your plate, it surely will be a 'hot delight'!

Bad weather and prolonged winter has delayed the delivery of mangoes by eight to 10 days this season. According to mango growers in Gir area this year the first fully ripen mangos will be seen in the market in the next 10 days. Further, the crop was also damaged because of unseasonal rain and heavy wind during January and February.

Jayesh Hirpra, a farmer of Javala near Talala in Gir Somnath district said, ""This year, climate change has affected the crop cuttin g production down by 20 to 25 percent than last year. Generally after March 15 we start selling our produce, but this year the crop is late and will start selling the fruit only from next week.""

Mango is cultivated in nearly 20,000 hectare area in Gir region. Gir Somnath, Junagadh and Amreli are the major districts that grow world famous kesar mango.

Farmers directly sell kesar mango in Ahmedabad for the past last couple of years under the banner of mango festival. The organizer Gir Krushi Vasant Producer Company Limited, which is registered as Farmers Producers Organization (FPO) is coming out with an innovative idea this year. It is planning to start selling mangoes in Ahmedabad from the second week of May, with an interesting twist.

Director of FPO, Bhagirath Damalia said, ""We are planning to use innovative marketing techniques this year where we will make the mango farmers from Gir brand ambassadors of their products and will chat with FM radio jockeys. We will make videos of the festival with sound byes of these farmers, their families and also customers and then upload it on Youtube. We will also do a Facebook live and engage our customers directly with the farmers through social media.""

The marketing techniques, training and resources will be provided by Gujarat Agribusiness Consortium Producers Company Ltd (GUJPRO). This company provides the farmers a platform in big cities like Ahmedabad. Last year the company helped farmers directly sell their kesar mangoes in Delhi.

Box

Hd: Kesar mango from Gir to the world map

The luscious kesar, largely grown around the foothills of Girnar mountains in Junagadh, has attained global recognition as 'Gir Kesar' mango after receiving the Geographical Indication (GI) tag. Kesar is the second variety of mango in India to get GI tag after the Dussheri variety grown in Uttar Pradesh.",2019-04-01T22:52:00Z
The Times of India,"No coastal zone plans, no relaxation on ECs: NGT - Times of India",,"PANAJI: The National Green Tribunal (NGT), principal bench, New Delhi, has declined to relax its order restraining the government from granting environment clearance till all states submit their coastal zone management plans (CZMP) to the Union ministry of environment, forest and climate change (MoEFCC).

The tribunal extended the time to prepare these coastal plans to August 31. It, however, ordered that further progress in the matter be brought on record by April 30 this year. The matter has now been fixed for hearing on May 9.

The tribunal's attention was drawn to the Supreme Court's order dated January 21 this year, allowing liberty to applicants to approach the NGT with prayers for relaxation of the stay order granted by the tribunal.

The tribunal's judges stated that the stay granted by it in its order dated November 22, 2017, was to the effect that environment clearance (EC) may not be granted till finalisation of coastal plans and that it was issued at the request of the MoEFCC.

On September 4 last year, the National Highways Authority of India had filed a miscellaneous application, wherein the tribunal directed the ministry to take a call in the matter as soon as the coastal plan was submitted.

In this application, the tribunal had noted that it had already directed that the CZMP be submitted to the MoEFCC by August 31, 2019.

Further, the tribunal held that it is for the state to submit the CZMP and that no further order was necessary at this stage. ""It is clear that the duration of stay is not for indefinite period and only till submission of CZMP by the state,"" the order states.

The tribunal added that the applicant is at liberty to move the state for expediting the process to submit the CZMP, as already observed, if such report has still not been submitted.

The issue of finalising the CZMP for the state has been delayed for a few years due to various reasons. The deadline has been extended frequently. Chennai-based National Centre for Sustainable Coastal Management (NCSCM) had submitted the draft CZMP to the Goa government on May 9, 2017.

Last year, representatives of the NCSCM had made constituency-wise presentations of the draft CZMP to MLAs and ministers, who had strongly raised objections to the draft plan.",2019-03-23T03:11:00Z
The Times of India,Central University of Punjab coordinating and monitoring MOEFCC supported project on invasive alien plants in 12 Himalayan states of the country - Times of India,Seema Sharma,"CHANDIGARH: Invasive Alien Species (pose a major threat to the ecology and economy in invaded regions especially forest and hill ecosystems. They cause a major change in vegetation at global level and threaten biodiversity. The problem of invasion has gained momentum in last two decades because of global economic growth.

Realising the seriousness of the issue, the ministry of environment and forests and climate change (MOEFCC) has initiated a three year coordinated research program on ""Invasive Alien plants in Himalayan States: Status, Ecological Impact and Management involving all the 12 hill states of Indian Himalayas. Seven organisations and 11 investigators who are highly experienced in the field of invasion ecology are involved in this research program. The entire research project is being coordinated and monitored by Central University of Punjab at Bathinda.

There are six implementing agencies involved in the cumulative research namely, University of Kashmir, Punjab University, Botanical Survey of India, National Botanical Research Institute, North Eastern Hill University and North Eastern Regional Institute of Science and Technology at Niruli, Arunachal Pardesh are implementing agencies.

Long ago in 2009, the ministry also sponsored a two-day brainstorming meeting on the issue of Invasive alien plants in India , concerns and solution"". Convention on Biological Diversity had also set the target of reducing the rate of loss of biodiversity by 2010. It was followed by The International Union of Forest Research Organisation sponsored international meet on Risk Analysis of forest Invasive Alien Species in 2013.

Dr RK Kohli, vice-chancellor, Central University of Punjab who has been instrumental in starting department of environment in Punjab University also told TOI, ""India is a mega-diversity country with three biodiversity hotspots out of 34 in Unesco's Man and Biosphere list and 10 bio-geographic regions. It has become a favoured place of invasion by alien species. The fast increasing economic growth coupled with tourism and trade is expected to result into more trans boundary influx of exotic species into India and thus homogenisation of flora and fauna. India lacks data on the total area occupied by alien plants and even on total number of such species in Himalayan states. This project is aiming to fulfil these gaps. ""

He said that researchers would prepare new database with complete inventory and chalk out distribution areas infested by invasive alien species in the Indian Himalayas. They would also come up with a dynamic model about rate and mode of spread including vectors responsible with GPS and ground trothing. Base line studies and assessment reports would also be submitted to the state agencies regarding disappearance of native plant species. . Policy and legislative mechanism for management and eradication/ mitigation would be framed with effective control measures. The local communities would be informed about value addition and sustainable utilization of bio-resources for their livelihood.

There are two faculty members of Punjab University as researchers who are engaged with this project in Himalayan region of Uttarakhand and Himachal Pradesh. They are Professor Daizy Batish (Botany) and Harminder Pal Singh (Environment).

Batish said that so far she has identified Paranthesis, Lantana, Agertina, Agertun, Bidend , Targetes Minuta, paper mulberry species most commonly in these two states. ""Local people in the Himlayan region are facing problems due to these alien plants causing toxicity and allergies to people and cattle, "" she said adding that the these plants have begun evolving, changing their reproduction strategy as well. ""You will see Paranthesis in plains with more green leaves and less flowering but in higher region , they have lesser leaves and lot of flowers which shows that this plant is now aiming to multiply and spread in higher up regions as well.""",2019-02-06T12:46:00Z
The Times of India,"No Centre nod yet, Bandhwari waste plant to miss August deadline - Times of India",Shubhra Pant,"GURUGRAM: The proposed waste-to-energy plant (WTP) at Bandhwari is likely to miss its first deadline of August 2019, as the approval from the Union ministry of environment, forest and climate change (MoEF&CC) is still pending. According to sources within MCG, given the current status of things, the plant is unlikely to be functional before end-2019.

MCG had first submitted an application for permission with MoEF&CC in October 2016, but it was not approved due to some additional requirements and amendments.

""We submitted the amended application in October 2018, but the approval from the ministry is yet to arrive. Once approved, work will start immediately,"" said Ravinder Yadav, joint commissioner, MCG. When asked about any new deadline for the project to become operational, Yadav said work is under progress but everything depends on the permit. ""The plant should be functional by end-2019,"" said the commissioner.

Officials at the appointed agency, Ecogreen Energy Private Limited, also admitted everything hinges upon the ministry's permit. ""We're keen to finish the project at the earliest, but we're still waiting for the permission. There is a meeting at the ministry scheduled for next month in this regard,"" said Gaurav Joshi, COO, Ecogreen.

Meanwhile, the landfill at the Bandhwari site is not getting any smaller, what with even the composting unit of the plant yet to become functional.

The foundation stone for the plant was laid by the chief minister in the second week of April 2018, amid strong criticism from environmental activists who pointed to the fact that the agency did not have the MoEF&CC's clearance. At that time, Ecogreen had clarified that they do not need approval for laying the foundation stone.

The Bandhwari WTP will be India's biggest such plant with a projected power generation capacity of 25MW, more than the similar plant in Bawana, Delhi, which has a capacity of 24MW. It is being developed as part of the integrated waste management plan at Bandhwari, along Gurugram-Faridabad road. The WTP will have a capacity of processing up to 2,500 tonnes of waste per day.

Currently, Gurugram generates around 850-900 tonnes of solid waste every day, while another 600 tonnes is generated by Faridabad.",2019-01-27T02:17:00Z
